,Resource Name,Duration,Trace_ID,ID,Parent_ID,Error?,duration_start,duration_end,Data Transfered,order,loc start,loc end,keep,depth
333,/getquote,174000,a84f45364bd6e65d,88913181d6fff068,a84f45364bd6e65d,false,30000,204000,2461.5,0.5,100000,274000,False,1
334,/shipping,225000,a84f45364bd6e65d,a84f45364bd6e65d,Na,false,204000,429000,2162.0,0.0,0,225000,False,0
12710,/getproducts,25000,f7ccc6cb3e0e7cb8,aa5f86a2e796f988,fa3e73fb0eca3cb4,false,0,25000,2567.6,2.0,200000,225000,True,2
12711,/getcart,76000,f7ccc6cb3e0e7cb8,abd96cca60b39cca,f7ccc6cb3e0e7cb8,false,25000,101000,4352.5,0.5,100000,176000,True,1
12712,/getrecommendations,370000,f7ccc6cb3e0e7cb8,fa3e73fb0eca3cb4,f7ccc6cb3e0e7cb8,false,101000,471000,9552.7,1.5,100000,470000,True,1
12713,/cart,550000,f7ccc6cb3e0e7cb8,f7ccc6cb3e0e7cb8,Na,false,471000,1021000,9294.4,0.0,0,550000,True,0
1275,/cart,296000,849c54fe7e28287c,849c54fe7e28287c,Na,false,0,296000,9178.1,0.0,0,296000,True,0
1276,/getcart,155000,849c54fe7e28287c,61bf31fdac057f08,849c54fe7e28287c,false,296000,451000,7058.1,0.5,100000,255000,True,1
1277,/getproducts,77000,849c54fe7e28287c,bf9869ffbc191d00,399a07f61ad974c4,false,451000,528000,6578.3,2.0,200000,277000,True,2
1278,/getrecommendations,196000,849c54fe7e28287c,399a07f61ad974c4,849c54fe7e28287c,false,528000,724000,3452.3,1.5,100000,296000,True,1
8769,/getcart,100000,e0a760a1610604c7,a246506d2a446959,e0a760a1610604c7,false,0,100000,6348.0,0.5,100000,200000,True,1
8770,/getrecommendations,195000,e0a760a1610604c7,1b74c9f256ff4cbb,e0a760a1610604c7,false,100000,295000,4861.8,1.5,100000,295000,True,1
8771,/getproducts,54000,e0a760a1610604c7,cecd617be45ac964,1b74c9f256ff4cbb,false,295000,349000,6591.9,2.0,200000,254000,True,2
8772,/cart,326000,e0a760a1610604c7,e0a760a1610604c7,Na,false,349000,675000,7170.4,0.0,0,326000,True,0
5777,/getcart,176000,0b33a42592353635,9590ebb1b5f2ac67,0b33a42592353635,false,0,176000,5864.3,0.5,100000,276000,True,1
5778,/getproducts,28000,0b33a42592353635,406717cb3e1864ba,5af1531fc19497ae,false,176000,204000,4623.8,2.0,200000,228000,True,2
5779,/cart,371000,0b33a42592353635,0b33a42592353635,Na,false,204000,575000,7779.8,0.0,0,371000,True,0
5780,/getrecommendations,272000,0b33a42592353635,5af1531fc19497ae,0b33a42592353635,false,575000,847000,2981.0,1.5,100000,372000,True,1
15397,/adrequest,161000,e55fe4b18bec444e,5a922185ed148cf0,e55fe4b18bec444e,false,0,161000,4627.0,0.5,100000,261000,False,1
15398,/getproducts,67000,e55fe4b18bec444e,58752dc47f792abd,e55fe4b18bec444e,false,161000,228000,5001.1,1.5,100000,167000,False,1
15399,/getproducts,35000,e55fe4b18bec444e,cc088169f2e26400,1455eb4e9f0c14cb,false,228000,263000,600.8,3.0,200000,235000,False,2
15400,/product,654000,e55fe4b18bec444e,e55fe4b18bec444e,Na,false,263000,917000,6400.8,0.0,0,654000,False,0
15401,/getrecommendations,395000,e55fe4b18bec444e,1455eb4e9f0c14cb,e55fe4b18bec444e,false,917000,1312000,9557.9,2.5,100000,495000,False,1
8371,/getcart,108000,10698f611be67544,a4a00d08c45c029e,10698f611be67544,false,0,108000,2825.9,0.5,100000,208000,True,1
8372,/getrecommendations,170000,10698f611be67544,b8d6d0b9564f08b5,10698f611be67544,false,108000,278000,6924.6,1.5,100000,270000,True,1
8373,/getproducts,9000,10698f611be67544,027449542e74e5f6,b8d6d0b9564f08b5,false,278000,287000,5003.9,2.0,200000,209000,True,2
8374,/cart,265000,10698f611be67544,10698f611be67544,Na,false,287000,552000,3609.5,0.0,0,265000,True,0
7443,/getrecommendations,119000,3c166a0e0a0fe5d8,1f43ef3f53abbb99,3c166a0e0a0fe5d8,false,0,119000,86.6,0.5,100000,219000,True,1
7444,/getcart,161000,3c166a0e0a0fe5d8,86121d97e25c1e69,3c166a0e0a0fe5d8,false,119000,280000,1621.6,1.5,100000,261000,True,1
7445,/getproducts,40000,3c166a0e0a0fe5d8,4394fbfac6cf6053,1f43ef3f53abbb99,false,280000,320000,4178.0,1.0,200000,240000,True,2
7446,/cart,294000,3c166a0e0a0fe5d8,3c166a0e0a0fe5d8,Na,false,320000,614000,4105.2,0.0,0,294000,True,0
8781,/cart,410000,159444a724d98116,159444a724d98116,Na,false,0,410000,7474.0,0.0,0,410000,True,0
8782,/getcart,151000,159444a724d98116,03b4bd8a28c56452,159444a724d98116,false,410000,561000,7715.4,0.5,100000,251000,True,1
8783,/getrecommendations,312000,159444a724d98116,be09cf3055bcc0e8,159444a724d98116,false,561000,873000,2535.5,1.5,100000,412000,True,1
8784,/getproducts,88000,159444a724d98116,60698f3e6de03bbe,be09cf3055bcc0e8,false,873000,961000,4540.3,2.0,200000,288000,True,2
15149,/getcart,132000,f6f63e68ef507d40,069b0c1b3ff12224,f6f63e68ef507d40,false,0,132000,6794.7,0.5,100000,232000,True,1
15150,/cart,381000,f6f63e68ef507d40,f6f63e68ef507d40,Na,false,132000,513000,3919.3,0.0,0,381000,True,0
15151,/getproducts,92000,f6f63e68ef507d40,0df6a35316f134e0,3f9983836f33aee7,false,513000,605000,8544.7,2.0,200000,292000,True,2
15152,/getrecommendations,229000,f6f63e68ef507d40,3f9983836f33aee7,f6f63e68ef507d40,false,605000,834000,9077.1,1.5,100000,329000,True,1
15192,/getproducts,57000,fb99ab6b0d318b70,c0257ee438eb70ef,d0c9e9156904c632,false,0,57000,9874.6,2.0,200000,257000,True,2
15193,/getcart,139000,fb99ab6b0d318b70,5b07fdbff539f1d1,fb99ab6b0d318b70,false,57000,196000,7913.8,0.5,100000,239000,True,1
15194,/cart,362000,fb99ab6b0d318b70,fb99ab6b0d318b70,Na,false,196000,558000,5880.2,0.0,0,362000,True,0
15195,/getrecommendations,285000,fb99ab6b0d318b70,d0c9e9156904c632,fb99ab6b0d318b70,false,558000,843000,899.1,1.5,100000,385000,True,1
19086,/cart,442000,b3fdd35f814201cf,b3fdd35f814201cf,Na,false,0,442000,5452.4,0.0,0,442000,True,0
19087,/getrecommendations,281000,b3fdd35f814201cf,6d30542ebc9ddd2f,b3fdd35f814201cf,false,442000,723000,48.3,0.5,100000,381000,True,1
19088,/getproducts,120000,b3fdd35f814201cf,121b18e8b73a3539,6d30542ebc9ddd2f,false,723000,843000,9323.1,1.0,200000,320000,True,2
19089,/getcart,199000,b3fdd35f814201cf,335036c5849c29a0,b3fdd35f814201cf,false,843000,1042000,6092.1,1.5,100000,299000,True,1
4336,/getcart,178000,bbeb5b5a87175831,84d0c8455de2d98e,bbeb5b5a87175831,false,0,178000,4827.4,0.5,100000,278000,True,1
4337,/getrecommendations,109000,bbeb5b5a87175831,d489e878961f6a13,bbeb5b5a87175831,false,178000,287000,6366.8,1.5,100000,209000,True,1
4338,/cart,278000,bbeb5b5a87175831,bbeb5b5a87175831,Na,false,287000,565000,7547.3,0.0,0,278000,True,0
4339,/getproducts,1000,bbeb5b5a87175831,519dd6d5155a9104,d489e878961f6a13,false,565000,566000,3453.9,2.0,200000,201000,True,2
15432,/cart,310000,32e2edbf40721a68,32e2edbf40721a68,Na,false,0,310000,8204.4,0.0,0,310000,True,0
15433,/getproducts,26000,32e2edbf40721a68,89579cdba7b7140e,cd7aea798511398e,false,310000,336000,6231.6,1.0,200000,226000,True,2
15434,/getrecommendations,149000,32e2edbf40721a68,cd7aea798511398e,32e2edbf40721a68,false,336000,485000,2354.8,0.5,100000,249000,True,1
15435,/getcart,159000,32e2edbf40721a68,b6c902fae208abc2,32e2edbf40721a68,false,485000,644000,8646.8,1.5,100000,259000,True,1
12368,/adrequest,156000,c31555a8df12e5eb,213d774a072a34ee,c31555a8df12e5eb,false,0,156000,8905.9,0.5,100000,256000,False,1
12369,/getproducts,87000,c31555a8df12e5eb,6a54a611a21634a6,c31555a8df12e5eb,false,156000,243000,3859.1,1.5,100000,187000,False,1
12370,/getproducts,55000,c31555a8df12e5eb,7fc0f29972ff940f,69dd42572cbf7e74,false,243000,298000,1531.3,3.0,200000,255000,False,2
12371,/product,404000,c31555a8df12e5eb,c31555a8df12e5eb,Na,false,298000,702000,3499.1,0.0,0,404000,False,0
12372,/getrecommendations,251000,c31555a8df12e5eb,69dd42572cbf7e74,c31555a8df12e5eb,false,702000,953000,4897.0,2.5,100000,351000,False,1
17095,/getcart,98000,5118dfd948b94673,1f2ffc7cd5fb54fe,5118dfd948b94673,false,0,98000,6427.2,0.5,100000,198000,True,1
17096,/cart,454000,5118dfd948b94673,5118dfd948b94673,Na,false,98000,552000,6177.9,0.0,0,454000,True,0
17097,/getproducts,78000,5118dfd948b94673,4ac3b120f3825064,488e44a2158e08d3,false,552000,630000,6171.8,2.0,200000,278000,True,2
17098,/getrecommendations,335000,5118dfd948b94673,488e44a2158e08d3,5118dfd948b94673,false,630000,965000,4707.1,1.5,100000,435000,True,1
5548,/cart,458000,bc7e817cd2b1738b,bc7e817cd2b1738b,Na,false,0,458000,9028.8,0.0,0,458000,True,0
5549,/getcart,11000,bc7e817cd2b1738b,651db723c5375a9b,bc7e817cd2b1738b,false,458000,469000,2583.6,0.5,100000,111000,True,1
5550,/getproducts,71000,bc7e817cd2b1738b,fa0d2e0c1b4bd324,d66820e3614444a8,false,469000,540000,8617.0,2.0,200000,271000,True,2
5551,/getrecommendations,335000,bc7e817cd2b1738b,d66820e3614444a8,bc7e817cd2b1738b,false,540000,875000,3581.9,1.5,100000,435000,True,1
14882,/getproducts,92000,c62c79cf202b943a,9b891c375eea17ec,7dbd5d80d6372318,false,0,92000,7250.0,2.0,200000,292000,True,2
14883,/getcart,165000,c62c79cf202b943a,0ecc07e13a8c88ba,c62c79cf202b943a,false,92000,257000,5089.3,0.5,100000,265000,True,1
14884,/cart,254000,c62c79cf202b943a,c62c79cf202b943a,Na,false,257000,511000,7564.7,0.0,0,254000,True,0
14885,/getrecommendations,167000,c62c79cf202b943a,7dbd5d80d6372318,c62c79cf202b943a,false,511000,678000,3352.0,1.5,100000,267000,True,1
16116,/getcart,142000,9522cbcdab70dbab,2272f8a6850cca46,9522cbcdab70dbab,false,0,142000,6465.1,0.5,100000,242000,True,1
16117,/getrecommendations,108000,9522cbcdab70dbab,8eeb4ee6687a2575,9522cbcdab70dbab,false,142000,250000,4087.8,1.5,100000,208000,True,1
16118,/cart,259000,9522cbcdab70dbab,9522cbcdab70dbab,Na,false,250000,509000,5166.0,0.0,0,259000,True,0
16119,/getproducts,13000,9522cbcdab70dbab,93e28e4e48eb1844,8eeb4ee6687a2575,false,509000,522000,5777.1,2.0,200000,213000,True,2
7942,/getcart,41000,bb46fa1d968b799a,2195603f1656572c,bb46fa1d968b799a,false,0,41000,912.2,0.5,100000,141000,True,1
7943,/getproducts,7000,bb46fa1d968b799a,588097873a0a268e,513c5827e345a085,false,41000,48000,3491.6,2.0,200000,207000,True,2
7944,/getrecommendations,194000,bb46fa1d968b799a,513c5827e345a085,bb46fa1d968b799a,false,48000,242000,2558.9,1.5,100000,294000,True,1
7945,/cart,276000,bb46fa1d968b799a,bb46fa1d968b799a,Na,false,242000,518000,8648.7,0.0,0,276000,True,0
9660,/cart,380000,ccbfe5c31a201e5b,ccbfe5c31a201e5b,Na,false,0,380000,9309.3,0.0,0,380000,True,0
9661,/getcart,68000,ccbfe5c31a201e5b,62639b4841005f6a,ccbfe5c31a201e5b,false,380000,448000,2005.9,0.5,100000,168000,True,1
9662,/getrecommendations,244000,ccbfe5c31a201e5b,bd3225ff2169bc6f,ccbfe5c31a201e5b,false,448000,692000,7129.6,1.5,100000,344000,True,1
9663,/getproducts,196000,ccbfe5c31a201e5b,460a856595406a52,bd3225ff2169bc6f,false,692000,888000,2041.6,2.0,200000,396000,True,2
16268,/getrecommendations,257000,141804b5659a62f8,233275310c1190a9,141804b5659a62f8,false,0,257000,6936.7,0.5,100000,357000,True,1
16269,/getcart,58000,141804b5659a62f8,aaeb04939f8f4f30,141804b5659a62f8,false,257000,315000,3091.7,1.5,100000,158000,True,1
16270,/getproducts,45000,141804b5659a62f8,105232b6f1cc134d,233275310c1190a9,false,315000,360000,7579.3,1.0,200000,245000,True,2
16271,/cart,378000,141804b5659a62f8,141804b5659a62f8,Na,false,360000,738000,9275.5,0.0,0,378000,True,0
10470,/getcart,1,30140c47db9a0eea,aa59ed4e99272985,30140c47db9a0eea,false,0,1,7607.7,0.5,100000,100001,True,1
10471,/getproducts,95000,30140c47db9a0eea,e1c62950e17ee980,8c936459a1fd7b3b,false,1,95001,9373.3,2.0,200000,295000,True,2
10472,/cart,485000,30140c47db9a0eea,30140c47db9a0eea,Na,false,95001,580001,4544.8,0.0,0,485000,True,0
10473,/getrecommendations,415000,30140c47db9a0eea,8c936459a1fd7b3b,30140c47db9a0eea,false,580001,995001,5279.0,1.5,100000,515000,True,1
11149,/money,12000,01c0651c8ab62be4,5c5eee05d2f6ad80,995fbda1d856106c,false,0,12000,9176.9,1.5,300000,312000,False,3
11150,/getconversion,139000,01c0651c8ab62be4,995fbda1d856106c,ccad32f4ec3de17c,false,12000,151000,3476.5,1.0,200000,339000,False,2
11151,/getcart,164000,01c0651c8ab62be4,b3e518ae146936f0,ccad32f4ec3de17c,false,151000,315000,9042.3,2.0,200000,364000,False,2
11152,/checkout,1750000,01c0651c8ab62be4,01c0651c8ab62be4,Na,false,315000,2065000,7370.4,0.0,0,1750000,False,0
11153,/address,57000,01c0651c8ab62be4,eca7ff55657329ec,ccad32f4ec3de17c,false,2065000,2122000,7232.8,3.0,200000,257000,False,2
11154,/creditcardinfo,14000,01c0651c8ab62be4,47a9dceb6f867ec3,ccad32f4ec3de17c,false,2122000,2136000,5461.0,4.0,200000,214000,False,2
11155,/orderresult,8000,01c0651c8ab62be4,e013ba064b43fbc0,06e7633b1095aec3,false,2136000,2144000,7443.8,5.5,300000,308000,False,3
11156,/sendorderconfirmation,381000,01c0651c8ab62be4,06e7633b1095aec3,ccad32f4ec3de17c,false,2144000,2525000,3788.4,5.0,200000,581000,False,2
11157,/placeorder,972000,01c0651c8ab62be4,ccad32f4ec3de17c,01c0651c8ab62be4,false,2525000,3497000,6969.6,0.5,100000,1072000,False,1
3383,/getcart,87000,b759931c4eb4c0eb,af8f0fd4ebf8a059,b759931c4eb4c0eb,false,0,87000,3719.3,0.5,100000,187000,True,1
3384,/getproducts,55000,b759931c4eb4c0eb,3d1287f678833f77,2ac96afe755cc234,false,87000,142000,5377.1,2.0,200000,255000,True,2
3385,/cart,314000,b759931c4eb4c0eb,b759931c4eb4c0eb,Na,false,142000,456000,8087.1,0.0,0,314000,True,0
3386,/getrecommendations,179000,b759931c4eb4c0eb,2ac96afe755cc234,b759931c4eb4c0eb,false,456000,635000,4266.9,1.5,100000,279000,True,1
13574,/cart,340000,73cd2987e68b05d9,73cd2987e68b05d9,Na,false,0,340000,2076.9,0.0,0,340000,True,0
13575,/getcart,17000,73cd2987e68b05d9,a9fa33f495a128af,73cd2987e68b05d9,false,340000,357000,6392.0,0.5,100000,117000,True,1
13576,/getrecommendations,210000,73cd2987e68b05d9,66f44fa671e745f5,73cd2987e68b05d9,false,357000,567000,1522.7,1.5,100000,310000,True,1
13577,/getproducts,14000,73cd2987e68b05d9,251a342de2ad37c9,66f44fa671e745f5,false,567000,581000,9936.7,2.0,200000,214000,True,2
499,/getcart,169000,437efe7f89311a36,dadbb49ca70217cb,437efe7f89311a36,false,0,169000,5486.0,0.5,100000,269000,True,1
500,/getproducts,41000,437efe7f89311a36,f32bae1a7f1fe990,fcd1764713303ae9,false,169000,210000,8781.6,2.0,200000,241000,True,2
501,/getrecommendations,293000,437efe7f89311a36,fcd1764713303ae9,437efe7f89311a36,false,210000,503000,2176.4,1.5,100000,393000,True,1
502,/cart,417000,437efe7f89311a36,437efe7f89311a36,Na,false,503000,920000,8753.1,0.0,0,417000,True,0
11009,/adrequest,358000,688dd5c3f28e3de8,6d82dba34686a4b7,688dd5c3f28e3de8,false,0,358000,3207.7,0.5,100000,458000,False,1
11010,/product,578000,688dd5c3f28e3de8,688dd5c3f28e3de8,Na,false,358000,936000,763.7,0.0,0,578000,False,0
11011,/getrecommendations,220000,688dd5c3f28e3de8,00ca3f9aa1ebe7be,688dd5c3f28e3de8,false,936000,1156000,7653.4,1.5,100000,320000,False,1
11012,/getproducts,90000,688dd5c3f28e3de8,220af077a9be54fa,688dd5c3f28e3de8,false,1156000,1246000,8441.5,2.5,100000,190000,False,1
11013,/getproducts,91000,688dd5c3f28e3de8,17f094854b9eead2,00ca3f9aa1ebe7be,false,1246000,1337000,7319.1,2.0,200000,291000,False,2
13860,/getcart,7000,a86bf1ec886236b6,9b4e322a4fb0744d,a86bf1ec886236b6,false,0,7000,8952.5,0.5,100000,107000,True,1
13861,/getproducts,24000,a86bf1ec886236b6,5ee411062b1b1720,3a13efdb7b1873fe,false,7000,31000,1163.6,2.0,200000,224000,True,2
13862,/cart,387000,a86bf1ec886236b6,a86bf1ec886236b6,Na,false,31000,418000,6430.9,0.0,0,387000,True,0
13863,/getrecommendations,244000,a86bf1ec886236b6,3a13efdb7b1873fe,a86bf1ec886236b6,false,418000,662000,3009.2,1.5,100000,344000,True,1
514,/adrequest,474000,0d090c15c5b9d075,b77accfe374c980f,0d090c15c5b9d075,false,0,474000,3758.7,0.5,100000,574000,False,1
515,/product,652000,0d090c15c5b9d075,0d090c15c5b9d075,Na,false,474000,1126000,8395.6,0.0,0,652000,False,0
516,/getproducts,99000,0d090c15c5b9d075,84e9d7f6bbf12d67,0d090c15c5b9d075,false,1126000,1225000,7016.9,1.5,100000,199000,False,1
517,/getproducts,16000,0d090c15c5b9d075,cee50aea17adf4b3,16cd2d4a16338229,false,1225000,1241000,1098.5,3.0,200000,216000,False,2
518,/getrecommendations,330000,0d090c15c5b9d075,16cd2d4a16338229,0d090c15c5b9d075,false,1241000,1571000,3462.2,2.5,100000,430000,False,1
7858,/getcart,45000,25472f54761f923d,d5f45512c7f2e8d5,25472f54761f923d,false,0,45000,6192.2,0.5,100000,145000,True,1
7859,/getrecommendations,141000,25472f54761f923d,8eb5a37040ad4f16,25472f54761f923d,false,45000,186000,4482.8,1.5,100000,241000,True,1
7860,/cart,314000,25472f54761f923d,25472f54761f923d,Na,false,186000,500000,2960.8,0.0,0,314000,True,0
7861,/getproducts,23000,25472f54761f923d,4f71ef49b064bdb0,8eb5a37040ad4f16,false,500000,523000,2500.0,2.0,200000,223000,True,2
8749,/cart,290000,90c7cd4f4455189c,90c7cd4f4455189c,Na,false,0,290000,5501.0,0.0,0,290000,True,0
8750,/getcart,70000,90c7cd4f4455189c,5573bdd5de87cc32,90c7cd4f4455189c,false,290000,360000,6724.8,0.5,100000,170000,True,1
8751,/getproducts,20000,90c7cd4f4455189c,bf281cbf24ece7c3,b6f027b6deaf24b7,false,360000,380000,5342.7,2.0,200000,220000,True,2
8752,/getrecommendations,195000,90c7cd4f4455189c,b6f027b6deaf24b7,90c7cd4f4455189c,false,380000,575000,3914.9,1.5,100000,295000,True,1
16161,/getcart,156000,1db7a412a6e9dda0,af8a2267897068a1,1db7a412a6e9dda0,false,0,156000,2200.4,0.5,100000,256000,True,1
16162,/getproducts,7000,1db7a412a6e9dda0,de9817ad128dda92,d02532acd4f13d1b,false,156000,163000,2354.9,2.0,200000,207000,True,2
16163,/getrecommendations,117000,1db7a412a6e9dda0,d02532acd4f13d1b,1db7a412a6e9dda0,false,163000,280000,9788.0,1.5,100000,217000,True,1
16164,/cart,241000,1db7a412a6e9dda0,1db7a412a6e9dda0,Na,false,280000,521000,2649.5,0.0,0,241000,True,0
7982,/getcart,76000,06d6b822f2dadc89,ac9393c41f2a97af,06d6b822f2dadc89,false,0,76000,89.2,0.5,100000,176000,True,1
7983,/getrecommendations,240000,06d6b822f2dadc89,1719f8c3bf11e988,06d6b822f2dadc89,false,76000,316000,2463.7,1.5,100000,340000,True,1
7984,/getproducts,25000,06d6b822f2dadc89,1a3be4e8aa6c34b1,1719f8c3bf11e988,false,316000,341000,3754.6,2.0,200000,225000,True,2
7985,/cart,287000,06d6b822f2dadc89,06d6b822f2dadc89,Na,false,341000,628000,6462.7,0.0,0,287000,True,0
15075,/cart,465000,f71d3636499a53eb,f71d3636499a53eb,Na,false,0,465000,6686.8,0.0,0,465000,True,0
15076,/getproducts,71000,f71d3636499a53eb,e6608bc1ef360dff,8b72a8cf77438a1a,false,465000,536000,6147.0,2.0,200000,271000,True,2
15077,/getcart,113000,f71d3636499a53eb,96a5c72e6c77a33e,f71d3636499a53eb,false,536000,649000,9990.4,0.5,100000,213000,True,1
15078,/getrecommendations,420000,f71d3636499a53eb,8b72a8cf77438a1a,f71d3636499a53eb,false,649000,1069000,9210.8,1.5,100000,520000,True,1
4053,/cart,251000,6c7e368091b6c05d,6c7e368091b6c05d,Na,false,0,251000,528.9,0.0,0,251000,True,0
4054,/getrecommendations,137000,6c7e368091b6c05d,835b19e80520dbbf,6c7e368091b6c05d,false,251000,388000,1244.5,0.5,100000,237000,True,1
4055,/getproducts,53000,6c7e368091b6c05d,63e25329a4f9fd7a,835b19e80520dbbf,false,388000,441000,274.4,1.0,200000,253000,True,2
4056,/getcart,164000,6c7e368091b6c05d,435b508b8490ef13,6c7e368091b6c05d,false,441000,605000,1834.9,1.5,100000,264000,True,1
15658,/getproducts,39000,bffaddc2ebf5a74d,021c15707e6ba93b,ebd6d524367f1623,false,0,39000,4805.4,2.0,200000,239000,True,2
15659,/getcart,151000,bffaddc2ebf5a74d,313755c7ca458751,bffaddc2ebf5a74d,false,39000,190000,754.0,0.5,100000,251000,True,1
15660,/cart,472000,bffaddc2ebf5a74d,bffaddc2ebf5a74d,Na,false,190000,662000,518.6,0.0,0,472000,True,0
15661,/getrecommendations,352000,bffaddc2ebf5a74d,ebd6d524367f1623,bffaddc2ebf5a74d,false,662000,1014000,8962.4,1.5,100000,452000,True,1
8495,/adrequest,323000,00915d5693a26f30,1c1da0f7c04b0168,00915d5693a26f30,false,0,323000,8943.8,0.5,100000,423000,False,1
8496,/product,526000,00915d5693a26f30,00915d5693a26f30,Na,false,323000,849000,1478.3,0.0,0,526000,False,0
8497,/getproducts,94000,00915d5693a26f30,acac14692e05e957,00915d5693a26f30,false,849000,943000,9090.8,1.5,100000,194000,False,1
8498,/getproducts,86000,00915d5693a26f30,9499e6024e3d47d8,4553bf015dc946c5,false,943000,1029000,1996.5,3.0,200000,286000,False,2
8499,/getrecommendations,223000,00915d5693a26f30,4553bf015dc946c5,00915d5693a26f30,false,1029000,1252000,4796.8,2.5,100000,323000,False,1
16101,/getcart,174000,56f609ee23cc33a7,75189bc53aadf6e1,56f609ee23cc33a7,false,0,174000,3823.9,0.5,100000,274000,True,1
16102,/cart,414000,56f609ee23cc33a7,56f609ee23cc33a7,Na,false,174000,588000,1785.8,0.0,0,414000,True,0
16103,/getproducts,18000,56f609ee23cc33a7,0d2e61468a74b552,7404e3519ce64f09,false,588000,606000,5750.9,2.0,200000,218000,True,2
16104,/getrecommendations,283000,56f609ee23cc33a7,7404e3519ce64f09,56f609ee23cc33a7,false,606000,889000,4858.9,1.5,100000,383000,True,1
18847,/getcart,131000,74280447e2461be8,6610f953487bfc24,74280447e2461be8,false,0,131000,2974.1,0.5,100000,231000,True,1
18848,/cart,420000,74280447e2461be8,74280447e2461be8,Na,false,131000,551000,2069.2,0.0,0,420000,True,0
18849,/getproducts,24000,74280447e2461be8,545a958333d55139,b53728ff3e5b04e3,false,551000,575000,9072.1,2.0,200000,224000,True,2
18850,/getrecommendations,287000,74280447e2461be8,b53728ff3e5b04e3,74280447e2461be8,false,575000,862000,8932.1,1.5,100000,387000,True,1
19186,/getcart,16000,67d0a2c8cdb8e710,87ab8a180745e7ee,67d0a2c8cdb8e710,false,0,16000,3396.3,0.5,100000,116000,True,1
19187,/getrecommendations,181000,67d0a2c8cdb8e710,68b91dd13601e1b8,67d0a2c8cdb8e710,false,16000,197000,3525.4,1.5,100000,281000,True,1
19188,/getproducts,59000,67d0a2c8cdb8e710,42a23a496bdd5712,68b91dd13601e1b8,false,197000,256000,5153.1,2.0,200000,259000,True,2
19189,/cart,271000,67d0a2c8cdb8e710,67d0a2c8cdb8e710,Na,false,256000,527000,4738.2,0.0,0,271000,True,0
16495,/getcart,167000,f0393633dfe34a61,8847aa48b9affd29,f0393633dfe34a61,false,0,167000,6617.9,0.5,100000,267000,True,1
16496,/getproducts,21000,f0393633dfe34a61,91cd0c445fa11d0c,0c57ed9eb8682b1f,false,167000,188000,331.0,2.0,200000,221000,True,2
16497,/cart,414000,f0393633dfe34a61,f0393633dfe34a61,Na,false,188000,602000,502.3,0.0,0,414000,True,0
16498,/getrecommendations,363000,f0393633dfe34a61,0c57ed9eb8682b1f,f0393633dfe34a61,false,602000,965000,3059.1,1.5,100000,463000,True,1
14511,/address,29000,1c48de4d2f938dea,e880372c6fc33a13,6e99c58ed62c9934,false,0,29000,7778.2,1.0,200000,229000,False,2
14512,/getquote,168000,1c48de4d2f938dea,6e99c58ed62c9934,1c48de4d2f938dea,false,29000,197000,2204.3,0.5,100000,268000,False,1
14513,/shipping,236000,1c48de4d2f938dea,1c48de4d2f938dea,Na,false,197000,433000,2079.8,0.0,0,236000,False,0
12145,/getcart,94000,77ebcd9413e48d92,532d37cb7eb68620,77ebcd9413e48d92,false,0,94000,1136.8,0.5,100000,194000,True,1
12146,/cart,356000,77ebcd9413e48d92,77ebcd9413e48d92,Na,false,94000,450000,9908.0,0.0,0,356000,True,0
12147,/getproducts,15000,77ebcd9413e48d92,093a64e0f9d99e1f,bbed92d8229bbeca,false,450000,465000,2667.1,2.0,200000,215000,True,2
12148,/getrecommendations,239000,77ebcd9413e48d92,bbed92d8229bbeca,77ebcd9413e48d92,false,465000,704000,3171.8,1.5,100000,339000,True,1
14167,/getcart,125000,b745da6287b45a6f,ff15f505a47c0cf1,b745da6287b45a6f,false,0,125000,1722.0,0.5,100000,225000,True,1
14168,/getproducts,96000,b745da6287b45a6f,20fa95d9ae0d7549,efe7926d1119a9e7,false,125000,221000,3340.1,2.0,200000,296000,True,2
14169,/getrecommendations,145000,b745da6287b45a6f,efe7926d1119a9e7,b745da6287b45a6f,false,221000,366000,3661.7,1.5,100000,245000,True,1
14170,/cart,255000,b745da6287b45a6f,b745da6287b45a6f,Na,false,366000,621000,3646.2,0.0,0,255000,True,0
5983,/adrequest,312000,36d4586b8f330c74,5eae7fc0db049857,36d4586b8f330c74,false,0,312000,6598.6,0.5,100000,412000,False,1
5984,/getproducts,88000,36d4586b8f330c74,a90e9b380e660e28,36d4586b8f330c74,false,312000,400000,6252.0,1.5,100000,188000,False,1
5985,/getproducts,68000,36d4586b8f330c74,91152940259a0da5,32c60099a0c30627,false,400000,468000,6545.4,3.0,200000,268000,False,2
5986,/product,432000,36d4586b8f330c74,36d4586b8f330c74,Na,false,468000,900000,1560.4,0.0,0,432000,False,0
5987,/getrecommendations,190000,36d4586b8f330c74,32c60099a0c30627,36d4586b8f330c74,false,900000,1090000,2012.7,2.5,100000,290000,False,1
9178,/getproducts,73000,5852053aa30e3c11,6f965fefeab5bfac,d1385870cf7c871b,false,0,73000,7028.1,2.0,200000,273000,True,2
9179,/getcart,121000,5852053aa30e3c11,fda5ac8345ed27c1,5852053aa30e3c11,false,73000,194000,2392.1,0.5,100000,221000,True,1
9180,/getrecommendations,257000,5852053aa30e3c11,d1385870cf7c871b,5852053aa30e3c11,false,194000,451000,9964.1,1.5,100000,357000,True,1
